"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3OREP8RUT2C4Q3BRJ384ILOY34YGBE","3QO1BWENXSNLIVX61DBXLMX6E9J5ZA","Rate 3 short TED Videos","Give us your opinion about the quality about three short TED videos","survey, video rating","$5.00","Sat Aug 15 19:51:49 PDT 2015","60","BatchId:2058477;","3600","345600","Tue Aug 18 19:51:49 PDT 2015","","","30H4UDGLT2J88R6H3DT2FU842LYPM0","A2YDKZI930GXVP","Submitted","Sat Aug 15 20:05:15 PDT 2015","Sat Aug 15 20:15:33 PDT 2015","Wed Aug 19 20:15:33 PDT 2015","","","","618","0% (0/0)","0% (0/0)","0% (0/0)","69f41093-0056-4fdc-a9cd-eba70d7f00ab"
"3OREP8RUT2C4Q3BRJ384ILOY34YGBE","3QO1BWENXSNLIVX61DBXLMX6E9J5ZA","Rate 3 short TED Videos","Give us your opinion about the quality about three short TED videos","survey, video rating","$5.00","Sat Aug 15 19:51:49 PDT 2015","60","BatchId:2058477;","3600","345600","Tue Aug 18 19:51:49 PDT 2015","","","31HQ4X3T3SBLF14OVIWHAMYQP0FSLH","A2EEO1Z7SRAUMQ","Submitted","Sat Aug 15 20:17:15 PDT 2015","Sat Aug 15 21:05:06 PDT 2015","Wed Aug 19 21:05:06 PDT 2015","","","","2871","0% (0/0)","0% (0/0)","0% (0/0)","7bf090b8-8206-4035-b263-d996c449aaf6"
"3OREP8RUT2C4Q3BRJ384ILOY34YGBE","3QO1BWENXSNLIVX61DBXLMX6E9J5ZA","Rate 3 short TED Videos","Give us your opinion about the quality about three short TED videos","survey, video rating","$5.00","Sat Aug 15 19:51:49 PDT 2015","60","BatchId:2058477;","3600","345600","Tue Aug 18 19:51:49 PDT 2015","","","31LM9EDVOLTI4YOJK13IVDBSYC2NJY","A3B58QWMTBXVE0","Submitted","Sat Aug 15 20:31:27 PDT 2015","Sat Aug 15 20:43:21 PDT 2015","Wed Aug 19 20:43:21 PDT 2015","","","","714","0% (0/0)","0% (0/0)","0% (0/0)","f9716eea-fbd1-4287-9017-541a3e0f60ef"
"3OREP8RUT2C4Q3BRJ384ILOY34YGBE","3QO1BWENXSNLIVX61DBXLMX6E9J5ZA","Rate 3 short TED Videos","Give us your opinion about the quality about three short TED videos","survey, video rating","$5.00","Sat Aug 15 19:51:49 PDT 2015","60","BatchId:2058477;","3600","345600","Tue Aug 18 19:51:49 PDT 2015","","","320DUZ38G7NCU67XXXQN5T2VX0HJGN","A1IBMAA9GE3CJF","Submitted","Sat Aug 15 20:27:19 PDT 2015","Sat Aug 15 20:40:31 PDT 2015","Wed Aug 19 20:40:31 PDT 2015","","","","792","0% (0/0)","0% (0/0)","0% (0/0)","bad16bc7-3dbf-4d91-89ba-30fb03a5e9b7"
"3OREP8RUT2C4Q3BRJ384ILOY34YGBE","3QO1BWENXSNLIVX61DBXLMX6E9J5ZA","Rate 3 short TED Videos","Give us your opinion about the quality about three short TED videos","survey, video rating","$5.00","Sat Aug 15 19:51:49 PDT 2015","60","BatchId:2058477;","3600","345600","Tue Aug 18 19:51:49 PDT 2015","","","326O153BMIZ176BEH6EO2SM6F05EDN","AR95C0P53AFWJ","Submitted","Sat Aug 15 20:33:08 PDT 2015","Sat Aug 15 20:42:56 PDT 2015","Wed Aug 19 20:42:56 PDT 2015","","","","588","0% (0/0)","0% (0/0)","0% (0/0)","3e0d61b6-13b1-4f8e-abba-57e03ca19097"
"3OREP8RUT2C4Q3BRJ384ILOY34YGBE","3QO1BWENXSNLIVX61DBXLMX6E9J5ZA","Rate 3 short TED Videos","Give us your opinion about the quality about three short TED videos","survey, video rating","$5.00","Sat Aug 15 19:51:49 PDT 2015","60","BatchId:2058477;","3600","345600","Tue Aug 18 19:51:49 PDT 2015","","","338JKRMM260FT9Z4NXVSXUBDMDZHA3","A3TBA7X9EF16W6","Submitted","Sat Aug 15 19:59:46 PDT 2015","Sat Aug 15 20:12:18 PDT 2015","Wed Aug 19 20:12:18 PDT 2015","","","","752","0% (0/0)","0% (0/0)","0% (0/0)","a5eaaa33-050a-4633-bb28-c6c5284cc684"
"3OREP8RUT2C4Q3BRJ384ILOY34YGBE","3QO1BWENXSNLIVX61DBXLMX6E9J5ZA","Rate 3 short TED Videos","Give us your opinion about the quality about three short TED videos","survey, video rating","$5.00","Sat Aug 15 19:51:49 PDT 2015","60","BatchId:2058477;","3600","345600","Tue Aug 18 19:51:49 PDT 2015","","","339ANSOTR53L1HJA56Q2RKFOR28IKC","A384DW1A7HI9Z7","Submitted","Sat Aug 15 20:28:11 PDT 2015","Sat Aug 15 20:37:53 PDT 2015","Wed Aug 19 20:37:53 PDT 2015","","","","582","0% (0/0)","0% (0/0)","0% (0/0)","1972f365-f67a-4c0a-b15d-0517224f99af"
"3OREP8RUT2C4Q3BRJ384ILOY34YGBE","3QO1BWENXSNLIVX61DBXLMX6E9J5ZA","Rate 3 short TED Videos","Give us your opinion about the quality about three short TED videos","survey, video rating","$5.00","Sat Aug 15 19:51:49 PDT 2015","60","BatchId:2058477;","3600","345600","Tue Aug 18 19:51:49 PDT 2015","","","33FBRBDW6O0ATDV947XDQC82JXUC8L","A2FBT0BSFOV91D","Submitted","Sat Aug 15 21:00:14 PDT 2015","Sat Aug 15 21:16:26 PDT 2015","Wed Aug 19 21:16:26 PDT 2015","","","","972","0% (0/0)","0% (0/0)","0% (0/0)","b12895a8-138d-4f7f-8c9a-ffe8923ce1da"
"3OREP8RUT2C4Q3BRJ384ILOY34YGBE","3QO1BWENXSNLIVX61DBXLMX6E9J5ZA","Rate 3 short TED Videos","Give us your opinion about the quality about three short TED videos","survey, video rating","$5.00","Sat Aug 15 19:51:49 PDT 2015","60","BatchId:2058477;","3600","345600","Tue Aug 18 19:51:49 PDT 2015","","","33JKGHPFYCV856U4NYGAB53926XMN1","A1IU5OP7BBZHZ7","Submitted","Sat Aug 15 20:03:02 PDT 2015","Sat Aug 15 20:15:19 PDT 2015","Wed Aug 19 20:15:19 PDT 2015","","","","737","0% (0/0)","0% (0/0)","0% (0/0)","43ab36f3-0c0f-4afa-b1b7-da70b25c1dc2"
"3OREP8RUT2C4Q3BRJ384ILOY34YGBE","3QO1BWENXSNLIVX61DBXLMX6E9J5ZA","Rate 3 short TED Videos","Give us your opinion about the quality about three short TED videos","survey, video rating","$5.00","Sat Aug 15 19:51:49 PDT 2015","60","BatchId:2058477;","3600","345600","Tue Aug 18 19:51:49 PDT 2015","","","33LK57MYLT65KQLSAJNQI19O49NZS7","A2V3GBDTA9KEU0","Submitted","Sat Aug 15 19:59:30 PDT 2015","Sat Aug 15 20:14:12 PDT 2015","Wed Aug 19 20:14:12 PDT 2015","","","","882","0% (0/0)","0% (0/0)","0% (0/0)","4b6bfb8e-8182-47b2-a075-a01552aa5cfc"
